ID	Line	Day	Character	Character Art 1	Character Art 2	Character Art 3	Dialogue Type	Background	Next	Shortened Line 1	Next 2	Shortened Line 2	Music	Sound 1	Sound 2	Sound 3	Sound 4	Ambience	Notes
[D3O-85]	All at once, I plunge my teeth into her skull. There wasn’t a scream or a struggle. Only muscle spasms from her body and the plopping of her blood on the floor as it drips from my chin. The ache in my belly satiates.	Day 3					Physical	EatBrains_CG	[D3O-86]				Eat_Brains_Track						
[D3O-86]	Oh… Oh God…	Day 3	Omar	Omar_Shocked			Dialogue	EatBrains_CG	[D3SG-4]				Eat_Brains_Track						
[D3SG-4]	I knew you could do it, sweetie.	Day 3	Spooky_Grimmother	Omar_Shocked		SG_Smirking	Dialogue	EatBrains_CG	[D3O-87]				Eat_Brains_Track						
[D3O-87]	Spooky Grimmother, in all of her otherworldly style, floats behind me with her usual smirk. I can only imagine how I look from her perspective.	Day 3		Omar_Shocked		SG_Smirking	Physical	EatBrains_CG	[D3O-88]				Eat_Brains_Track						
[D3O-88]	I try to say something to her, I want to gag from bits of gray matter rolling on my tongue, but I don’t. It’s revoltingly delicious, as it reminds me of the texture of spoiled yogurt sprayed with orange juice and strawberry seeds.	Day 3		Omar_Shocked		SG_Smirking	Internal	EatBrains_CG	[D3O-89]				Eat_Brains_Track						
[D3O-89]	Spooky Grimmother hushes me as she floats closer to me and cups my face like she’s done so many times before.	Day 3		Omar_Shocked		SG_Smirking	Physical	EatBrains_CG	[D3O-90]				Eat_Brains_Track						
[D3O-90]	The blood and brain matter doesn’t bother her.	Day 3		Omar_Shocked		SG_Smirking	Physical	EatBrains_CG	[D3SG-5]				Eat_Brains_Track						
[D3SG-5]	You did it, my little numbskull. You got what you wanted.	Day 3	Spooky_Grimmother	Omar_Shocked		SG_Smirking	Dialogue	EatBrains_CG	[D3O-91]				Eat_Brains_Track						
[D3O-91]	Our foreheads touch as she chuckles.	Day 3		Omar_Shocked		SG_Smirking	Physical	EatBrains_CG	[D3SG-6]				Eat_Brains_Track						
[D3SG-6]	Now, let’s take you home.	Day 3	Spooky_Grimmother	Omar_Shocked		SG_Smirking	Dialogue	EatBrains_CG	[D3O-92]				Eat_Brains_Track						
[D3O-92]	As her lips touch the space between my eyes, all I can see is a warm, bright light. And then everything goes black.	Day 3		Omar_Neutral		SG_Smirking	Internal	Black_screen	[D3O-93]				Eat_Brains_Track						
[D3O-93]	A few hours later, as the tenants of the Woodsboro Apartment rise from their beds and open their doors to go out into the world, the few who call Akilla a neighbor see her door creaking as the morning breeze travels into her apartment and carries the scent of blood into the noses of everyone nearby.	Day 3					Internal	Apartment_Hallway	[D3O-94]				Eat_Brains_Track						
[D3O-94]	When her neighbors finally get the courage to look into her apartment, they don’t see Akilla or Omar’s body.	Day 3			Omar_Cactus		Internal	Akillas_Apartment	[D3O-95]				Eat_Brains_Track						
[D3O-95]	No one knows  All that’s left is a potted cactus with a cap on its head from The 13th Pizza sitting in a chair.	Day 3			Omar_Cactus		Internal	Akillas_Apartment	[D3O-118]				Eat_Brains_Track						
[D3C4-2]	<i>No… </i>	Day 3		Omar_Confused		Akilla_Disgusted	Internal	Akillas_Apartment	[D3O-96]										
[D3O-96]	<i> I can’t do this.  </i>	Day 3		Omar_Confused		Akilla_Disgusted	Internal	Akillas_Apartment	[D3O-97]										
[D3O-97]	I loosen my grip and stand back.	Day 3		Omar_Neutral		Akilla_Disgusted	Physical	Akillas_Apartment	[D3O-98]										
[D3O-98]	I will not lose myself to this…urge. After all of this I do want one thing to remain the same.	Day 3		Omar_Neutral		Akilla_Annoyed	Internal	Akillas_Apartment	[D3O-99]										
[D3O-99]	I want to be <b>Omar.</b>	Day 3		Omar_Neutral		Akilla_Annoyed	Internal	Akillas_Apartment	[D3O-100]										
[D3O-100]	I take a deep breath, as I listen to the muted ramblings of a woman I’d spent the last three days hunting down.	Day 3		Omar_Neutral		Akilla_Annoyed	Internal	Akillas_Apartment	[D3O-101]										
[D3O-101]	All that time and all that effort just to let it all go. It doesn’t make sense, but at the same time I don’t feel any regret. I do my best to make a smile.	Day 3		Omar_Neutral		Akilla_Annoyed	Internal	Akillas_Apartment	[D3O-102]										
[D3O-102]	This is good.	Day 3	Omar	Omar_Happy		Akilla_Annoyed	Dialogue	Akillas_Apartment	[D3AK-20]										
[D3AK-20]	Good? What’s good? You’re not making any sense? Talking about something is good? The only thing good is how you’re still going to give me a refund! Talking about something good… You should be talking about the greater good!	Day 3	Akilla_Karrington	Omar_Happy		Akilla_Annoyed	Dialogue	Akillas_Apartment	[D3O-103]										
[D3O-103]	Whatever you say, Akilla. I’d say this whole wild goose chase was fun, but you’re the worst person I’ve ever met in both of my lives so I’m just going to leave.	Day 3	Omar	Omar_Neutral		Akilla_Annoyed	Dialogue	Akillas_Apartment	[D3O-104]										
[D3O-104]	I turn my back and chuck up a deuce.	Day 3		Omar_Neutral		Akilla_Annoyed	Physical	Akillas_Apartment	[D3O-105]										
[D3O-105]	Omar out! 	Day 3	Omar	Omar_Neutral		Akilla_Annoyed	Dialogue	Akillas_Apartment	[D3AK-21]										
[D3AK-21]	Hey, get back here! What about my refund!? I deserve a refund! I deserve your respect! I’m gonna call your manager! Get back here!	Day 3	Akilla_Karrington	Omar_Neutral		Akilla_Outraged	Dialogue	Akillas_Apartment	[D3O-106]										
[D3O-106]	I could still hear her voice while I was driving out of Woodsboro Apartments. I hoped that it would be the last time with a little bit of luck and a lot of me begging Iggy to not have me deliver pizzas to her apartment anymore.	Day 3		Omar_Neutral			Internal	Inside_Car	[D3O-107]										
[D3O-107]	I stumble through the doors of The 13th Pizza and plop into a chair. I see Iggy and Ms. Gin out of the corners of my ears. Their voices are melding together with the humming of the A/C overhead, but two sounds break through it all.	Day 3		Omar_Neutral			Physical	The_13th_Pizza	[D3SG-30]				Default_Track						
[D3SG-30]	Nice self-control, kiddo.	Day 3	Spooky_Grimmother	Omar_Neutral		SG_Smirking	Dialogue	The_13th_Pizza	[D3O-108]				Default_Track						
[D3O-108]	My eyes blink back the foggy haze in my vision as Spooky Grimmother becomes clearer. A yawn finds its way out of my mouth before my voice does.	Day 3		Omar_Neutral		SG_Smirking	Physical	The_13th_Pizza	[D3O-109]				Default_Track						
[D3O-109]	Oh hey, SG. I wasn’t expecting myself to go this route either, but I’m feeling pretty good about it, you know? 	Day 3	Omar	Omar_Happy		SG_Smirking	Dialogue	The_13th_Pizza	[D3O-110]				Default_Track						
[D3O-110]	Also, can Iggy and Ms. Gin see you?	Day 3	Omar	Omar_Happy		SG_Smirking	Dialogue	The_13th_Pizza	[D3O-111]				Default_Track						
[D3O-111]	She shakes her head and floats over to me so we’re face to face.	Day 3		Omar_Happy		SG_Smirking	Physical	The_13th_Pizza	[D3SG-31]				Default_Track						
[D3SG-31]	Nah, but they’ll probably see some of my coworkers once they’re on their deathbeds. Speaking of which, it’s time to move on, hun.	Day 3	Spooky_Grimmother	Omar_Happy		SG_Smirking	Dialogue	The_13th_Pizza	[D3O-112]				Default_Track						
[D3O-112]	I chuckle until my eyes get heavy. I’m not sure if it’s exhaustion or happiness, and I’m pretty sure neither is Spooky Grimmother.	Day 3		Omar_Happy		SG_Smirking	Internal	The_13th_Pizza	[D3O-113]				Default_Track						
[D3O-113]	Heh… Okay. I’m ready.	Day 3	Omar	Omar_Happy		SG_Smirking	Dialogue	Black_screen	[D3O-114]				Default_Track						
[D3O-114]	For one last time, Spooky Grimmother blows a puff of skulled shaped smoke into my face and the world around me fades like wind dispersing a fog.	Day 3		Omar_Happy		SG_Smirking	Physical	Black_screen	[D3I-1]				Default_Track						
[D3I-1]	Hey Omar! We got another delivery coming atcha--	Day 3	Iggy_Bumdeez	Iggy_Excited			Dialogue	Black_screen	[D3O-115]				Default_Track						
[D3O-115]	Iggy’s eyebrows furrow.	Day 3		Iggy_Excited			Physical	Black_screen	[D3I-2]				Default_Track						
[D3I-2]	Omar?	Day 3	Iggy_Bumdeez	Iggy_Fuming			Dialogue	Black_screen	[D3O-116]				Default_Track						
[D3O-116]	Iggy stares, and Ms. Gin looks around to no avail.	Day 3			Omar_Cactus		Physical	Black_screen	[D3O-117]				Default_Track						
[D3O-117]	<i>In The 13th Pizza sits a cactus where I once was. No body, no soul, no Omar.</i>	Day 3			Omar_Cactus		Internal	Black_screen	[D3O-118]				Default_Track						
[D3O-118]	<i>Nobody will ever know what happened to Omar.</i>	Day 3			Omar_Cactus		Internal	Black_screen					Default_Track						
[DE-1]	I can’t fight it much longer.						Internal	Black_screen	[DE-2]										
[DE-2]	Spooky Grimmother’s words echo in my brain.						Internal	Black_screen	[DE-3]										
[DE-3]	You’re about halfway between a regular human and a brain-crazed cannibalistic corpse, and the only thing keeping you from going full zombie is your body.		Spooky_Grimmother				Dialogue	Black_screen	[DE-4]										
[DE-4]	My jaw goes slack as my body convulses and shakes. Soon I'm no longer staring down at the sidewalk but at the back of my own head. My body lets out a guttural groan and shambles away into the night, drooling as palm-sized sections of skin drop to the ground.						Physical	Black_screen	[DE-5]										
[DE-5]	<i>Is this it? This is how I go out? This is how the apocalypse starts?</i>						Internal	Black_screen	[DE-6]										
[DE-6]	I’m sorry kid…		Spooky_Grimmother			SG_Annoyed	Dialogue	Black_screen	[D2O-95]										
